source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'business-insider', 'name': 'Business Insider'}",Jennifer Sor,US stocks close higher as traders brush off Powell's warnings of more potential rate hikes,"""It is the Fed's job to bring inflation down to our 2% goal, and we will do so,"" Powell said at the Jackson Hole symposium Friday morning.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-powell-fed-jackson-hole-inflation-rates-2023-8,https://i.insider.com/64e8d97b52bc2d001992470f?width=1200&format=jpeg,2023-08-25T20:07:16Z,"Fed chief Powell reiterated that inflation was still above the Fed's 2% target.AP Photo/Susan Walsh, File
<ul>
<li>US stocks rose Friday as markets brushed off Powell's warnings of more possible Fed… [+3195 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Matthew Fox,US stocks rise as investors turn attention to upcoming inflation data,"For the Federal Reserve to cut interest rates, inflation would have to be decisively on track to near the central bank's long-term 2% target.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-july-cpi-inflation-data-interest-rates-2023-8,https://i.insider.com/64caae27ce6977001984c24c?width=1200&format=jpeg,2023-08-07T13:49:26Z,": Traders work on the floor of the New York Stock Exchange (NYSE) on June 01, 2023 in New York City. Despite the passing the debt ceiling bill in the U.S. House of Representatives, the Dow was lower … [+2724 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Max Adams,US stocks whipsaw but close higher as Wall Street mulls Fed outlook after July CPI,"Stocks initially rallied hard after CPI data was published Thursday morning, but had given up most of those gains by the afternoon.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-july-cpi-inflation-dow-sp500-economy-2023-8,https://i.insider.com/64d53e737e9149001aa4462c?width=1200&format=jpeg,2023-08-10T20:03:47Z,"Photo by Michael Nagle/Xinhua via Getty Images)
<ul>
<li>US stocks closed higher Thursday but gave up their biggest gains as traders assess July CPI data. </li>
<li>Inflation last month came in at 3… [+2565 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Matthew Fox,US stocks finish the week mostly lower as July inflation data comes in mixed,"Wholesale prices for July edged up more than anticipated, muddling the outlook for when the Fed may declare victory over inflation.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-mixed-inflation-data-sends-stocks-lower-2023-8,https://i.insider.com/5f732c1e0ab50d00184aced9?width=1200&format=jpeg,2023-08-11T20:03:55Z,"Lucas Jackson/Reuters
<ul><li>US stocks finished the week mostly lower as investors digest mixed inflation data.</li><li>While the July CPI report came in lower than expected, the producer price ind… [+2639 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jennifer Sor,US Stocks edge higher as traders wait for Powell's Jackson Hole speech,"Stocks plunged after last year's Jackson Hole Symposium, where Powell warned markets of ""more pain"" ahead as the Fed would stay hawkish on inflation.",https://markets.businessinsider.com/news/stocks/stock-market-news-today-powell-jackson-hole-speech-fed-inflation-2023-08,https://i.insider.com/64e61921912f290019a98806?width=1200&format=jpeg,2023-08-25T13:40:33Z,"Federal Reserve Governor Jerome Powell attends the Federal Reserve Bank of Kansas City's annual Jackson Hole Economic Policy Symposium in Jackson Hole, WyomingThomson Reuters
<ul>
<li>US stocks rose… [+2999 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jennifer Sor,US stocks trade mixed to close out tough August as traders brace for jobs report,"Stocks had a rocky ride in August, shedding nearly a quarter of the year's gains by mid-month before paring some losses.",https://markets.businessinsider.com/news/stocks/stock-market-news-selloff-fed-inflation-jobs-report-labor-market-2023-8,https://i.insider.com/62bdd9de7a6bd200198d0dc8?width=1200&format=jpeg,2023-08-31T20:06:04Z,"Getty Images / Drew Angerer
<ul>
<li>US stocks traded mixed on Thursday and ended August in the red.</li>
<li>The S&P 500 closed off the month 1% lower, while the Dow and Nasdaq shed 2%.</li>
<li>In… [+3175 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Jamela Adam,Step Banking Review: Build Credit While You Bank,Step is competitive with the best credit builder loans. The Step Visa Card is good for parents helping their teens build credit.,https://www.businessinsider.com/personal-finance/step-banking-credit-builder-review,https://i.insider.com/64dfe24ebd98a6001979d762?width=1200&format=jpeg,2023-08-21T21:31:55Z,"Our experts choose the best products and services to help make smart decisions with your money (here's how). In some cases, we receive a commission from our partners; however, our opinions are our ow… [+11265 chars]"
"{'id': None, 'name': 'ReadWrite'}",Alan Draper,15 Best Bitcoin Casinos for 2023 – Compare Crypto Casino Sites,"Bitcoin casinos offer many advantages that cannot be rivaled by regular gambling sites. This includes huge welcome packages, instant payouts, […]
The post 15 Best Bitcoin Casinos for 2023 – Compare Crypto Casino Sites appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-crypto-casinos/,https://readwrite.com/wp-content/uploads/2023/08/dice-5012425_1280.jpg,2023-08-30T10:28:43Z,"Bitcoin casinos offer many advantages that cannot be rivaled by regular gambling sites. This includes huge welcome packages, instant payouts, 24/7 customer support, and an anonymous gambling experien… [+47670 chars]"
"{'id': None, 'name': 'ReadWrite'}",Michael Graw,10 Best Bitcoin Casinos with Instant Withdrawals & Payouts 2023,"A smooth and efficient payment system is the foundation of every successful gaming website. That’s even more important when you’re […]
The post 10 Best Bitcoin Casinos with Instant Withdrawals & Payouts 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/instant-withdrawal-bitcoin-casinos/,https://readwrite.com/wp-content/uploads/2023/08/instant-withdrawal-crypto-casinos.png,2023-08-31T14:47:28Z,"A smooth and efficient payment system is the foundation of every successful gaming website. Thats even more important when youre gaming with Bitcoin. Besides security, casino players opt for this cry… [+27569 chars]"
"{'id': None, 'name': 'ReadWrite'}",Alan Draper,15 Best Bitcoin Gambling Sites in 2023 – Compare Crypto Gambling Sites,"Crypto gambling sites are becoming increasingly popular. Some of the offered perks include instant deposits and withdrawals, anonymous accounts, and […]
The post 15 Best Bitcoin Gambling Sites in 2023 – Compare Crypto Gambling Sites appeared first on ReadWrit…",https://readwrite.com/cryptocurrency/best-bitcoin-gambling-sites/,https://readwrite.com/wp-content/uploads/2023/08/image17-2-900x504.png,2023-08-31T09:59:50Z,"Crypto gambling sites are becoming increasingly popular. Some of the offered perks include instant deposits and withdrawals, anonymous accounts, and huge welcome packages for new players. But sifting… [+45916 chars]"
"{'id': None, 'name': 'ReadWrite'}",Alan Draper,15 Best Cryptocurrency to Invest in August 2023 – Compare Top Crypto to Buy Now,"Are you looking to gain exposure to cryptocurrencies but unsure which projects to invest in?  There are more than 25,000 […]
The post 15 Best Cryptocurrency to Invest in August 2023 – Compare Top Crypto to Buy Now appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-crypto-to-buy/,https://readwrite.com/wp-content/uploads/2023/06/Crypto-IRA-Provider.jpeg,2023-08-30T10:40:08Z,"Are you looking to gain exposure to cryptocurrencies but unsure which projects to invest in? 
There are more than 25,000 cryptos available to purchase and while many offer the potential for massive … [+40568 chars]"
"{'id': None, 'name': 'ReadWrite'}",Mahabir Dash,Cryptocurrency and Blockchain Security: Challenges and Solutions,"If we define cryptocurrency, it is a digital asset used for performing transitions digitally. Strong cryptography is employed in it […]
The post Cryptocurrency and Blockchain Security: Challenges and Solutions appeared first on ReadWrite.",https://readwrite.com/cryptocurrency-and-blockchain-security-challenges-and-solutions/,https://readwrite.com/wp-content/uploads/2023/06/cryptocurrency-and-blockchain-security.png,2023-08-22T20:00:56Z,"If we define cryptocurrency, it is a digital asset used for performing transitions digitally. Strong cryptography is employed in it to safeguard financial transactions, restrict the creation of new u… [+13443 chars]"
"{'id': None, 'name': 'ReadWrite'}",Kanepepi,15 Best Altcoins to Invest in 2023,"Seasoned investors are loading up on altcoins – as many are trading at huge discounts from their prior all-time highs. […]
The post 15 Best Altcoins to Invest in 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-altcoins/,https://readwrite.com/wp-content/uploads/2023/08/Screenshot-2023-08-28-at-11.39.42.png,2023-08-29T14:27:03Z,"Seasoned investors are loading up on altcoins – as many are trading at huge discounts from their prior all-time highs. There are thousands of altcoins to choose from, each offering its own upside pot… [+53183 chars]"
"{'id': None, 'name': 'ReadWrite'}",Alan Draper,New Cryptocurrency Launches to Invest in for August 2023,"The crypto market is currently in an exciting place, with signs that the industry is finally emerging from the crypto […]
The post New Cryptocurrency Launches to Invest in for August 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/new-crypto-to-buy/,https://readwrite.com/wp-content/uploads/2023/08/Sonik-Presale.png,2023-08-26T07:29:53Z,"The crypto market is currently in an exciting place, with signs that the industry is finally emerging from the crypto winter and heading towards another bull market. New tokens are being launched alm… [+44205 chars]"
"{'id': None, 'name': 'ReadWrite'}",Michael Graw,8 Best Stake Casino Alternatives for 2023,"The ever-expanding crypto gaming industry has a few big players, including Stake. While there’s no doubt this brand has reached […]
The post 8 Best Stake Casino Alternatives for 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-stake-alternatives/,https://readwrite.com/wp-content/uploads/2023/08/megadice2.png,2023-08-29T07:53:27Z,"The ever-expanding crypto gaming industry has a few big players, including Stake. While theres no doubt this brand has reached the top of the pecking order fair and square, its not the only reputable… [+20129 chars]"
"{'id': None, 'name': 'ReadWrite'}",Michael Graw,15 Next Cryptocurrency to Explode in 2023,"The cryptocurrency markets are often about timing; buy the right coin at the right time and significant gains can be […]
The post 15 Next Cryptocurrency to Explode in 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/next-cryptocurrency-to-explode/,https://readwrite.com/wp-content/uploads/2023/08/next-crypto-to-explode.png,2023-08-30T10:01:49Z,"The cryptocurrency markets are often about timing; buy the right coin at the right time and significant gains can be made. A good example of this is Pepe – which increased by over 7,000% within three… [+52184 chars]"
"{'id': None, 'name': 'ReadWrite'}",Michael Graw,10 Best Crash Gambling Sites for 2023,"Crash games are one of the latest crazes in crypto casinos. They are similar to standard arcade games but have […]
The post 10 Best Crash Gambling Sites for 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-crash-gambling-sites/,https://readwrite.com/wp-content/uploads/2023/09/best-crash-casinos.png,2023-09-01T15:05:12Z,"Crash games are one of the latest crazes in crypto casinos. They are similar to standard arcade games but have a gambling twist. The goal is to score the biggest multiplier before the game crashes. … [+22608 chars]"
"{'id': None, 'name': 'ReadWrite'}",Michael Graw,10 Best Meme Coins to Buy in 2023,"Meme coins are among the hottest tokens in the crypto market right now. Famously volatile, some of the biggest meme […]
The post 10 Best Meme Coins to Buy in 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-meme-coins-to-buy/,https://readwrite.com/wp-content/uploads/2023/08/Wall-Street-Memes-Presale.png,2023-08-26T07:20:07Z,"Meme coins are among the hottest tokens in the crypto market right now. Famously volatile, some of the biggest meme coins have jumped more than 10,000% in recent months. Investors have made fortunes … [+25748 chars]"
"{'id': None, 'name': 'ReadWrite'}",Sumejja,8 Best Aviator Casinos for 2023,"Aviator is an immensely popular casino game that relies on players’ capability to stay patient and strike quickly. While a […]
The post 8 Best Aviator Casinos for 2023 appeared first on ReadWrite.",https://readwrite.com/cryptocurrency/best-aviator-gambling-sites/,https://readwrite.com/wp-content/uploads/2023/08/best-aviator-casinos.png,2023-08-29T17:21:56Z,"Aviator is an immensely popular casino game that relies on players capability to stay patient and strike quickly. While a plane is taking off and flying higher and higher, the potential profits rise … [+25136 chars]"
"{'id': None, 'name': 'Hackaday'}",Maya Posch,The World ID Orb and the Question of What Defines a Person,"Among the daily churn of ‘Web 3.0’, blockchains and cryptocurrency messaging, there is generally very little that feels genuinely interesting or unique enough to pay attention to. The same was …read more",https://hackaday.com/2023/08/10/the-world-id-orb-and-the-question-of-what-defines-a-person/,https://hackaday.com/wp-content/uploads/2021/11/Eyeglasses.jpg,2023-08-10T14:00:16Z,"Among the daily churn of ‘Web 3.0’, blockchains and cryptocurrency messaging, there is generally very little that feels genuinely interesting or unique enough to pay attention to. The same was true f… [+10040 chars]"
"{'id': None, 'name': 'Hubspot.com'}",cwainwright@hubspot.com (Corey Wainwright),How to Make a QR Code in 5 Easy Steps,"From restaurant menus to bathroom stall doors, you can find QR codes just about anywhere these days. In fact, they've become so ever-present that 45% of shoppers used marketing-related QR codes in 2021.",https://blog.hubspot.com/marketing/blog/tabid/6307/bid/29449/how-to-create-a-qr-code-in-4-quick-steps.aspx-vb#article,https://blog.hubspot.com/hubfs/QR-code_11.webp#keepProtocol,2023-08-21T19:59:40Z,"From restaurant menus to bathroom stall doors, you can find QR codes just about anywhere these days. In fact, they've become so ever-present that 45% of shoppers used marketing-related QR codes in 20… [+17279 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}","Kurt Knutsson, CyberGuy Report",Cunning romance scams and how to avoid them,"Kurt ""The CyberGuy"" Knutsson explains how online dating scams can prey on victims by building an emotional connection before extracting money.",https://www.foxnews.com/tech/cunning-romance-scams-how-avoid-them,https://static.foxnews.com/foxnews.com/content/uploads/2023/07/3-dating-app.jpg,2023-08-31T14:00:26Z,"Let's face it online dating has always been a bit of a circus. Between ghosting, catfishing and breadcrumbing, it's a wonder anyone finds romance at all. It's safe to say online dating is a downright… [+8318 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}","Kurt Knutsson, CyberGuy Report",Tech tips to avoid contractor scams after a storm or disaster,"Scammers are using natural disasters to pose as contractors that can fix your house. Kurt ""CyberGuy"" Knutsson give you some tips on how to avoid this scam.",https://www.foxnews.com/tech/tech-tips-avoid-contractor-scams-after-storm-disaster,https://static.foxnews.com/foxnews.com/content/uploads/2023/08/1-tornado.jpg-.jpg,2023-08-10T17:48:02Z,"Severe storms have swept across the United States, spawning tornadoes, hail and damaging winds in multiple states.  In Hawaii, both Maui and the Big Island have been hit by firestorms with severe des… [+8816 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Razzlekhan and husband guilty of $4.5bn Bitcoin launder,Heather Morgan and husband Ilya Lichtenstein plead guilty to money laundering and defrauding the US.,https://www.bbc.co.uk/news/technology-66390639,https://ichef.bbci.co.uk/news/1024/branded_news/11EBB/production/_130630437_3b05fe1d-48e9-40d6-a82c-4e555308aa5d.jpg,2023-08-03T18:25:11Z,"A husband and wife cyber-crime team have pleaded guilty to trying to launder $4.5bn (£3.5bn) of Bitcoin that he had stolen in a hack in 2016. 
Heather Morgan and Ilya Lichtenstein were arrested last… [+4217 chars]"
"{'id': None, 'name': 'Kagi.com'}",Vladimir Prelovac,"Kagi now accepts PayPal, EUR and Bitcoin payments",One of the most frequently requested features on Kagi has been the expansion of our payment methods so that more people can more easilly enjoy the benefits of Kagi Search.,https://blog.kagi.com/accepting-paypal-bitcoin,,2023-08-31T23:34:04Z,"One of the most frequently requested features on Kagi has been the expansion of our payment methods so that more people can more easilly enjoy the benefits of Kagi Search.
We are happy to announce t… [+1588 chars]"
"{'id': None, 'name': 'Vexl.it'}",vexl,Apple: Using cash is “clearly reckless”,"At the Vexl Foundation, we sponsor projects that promote and enable personal and financial freedoms and self-determination. Bitcoin is the ultimate tool of this mission and we spent countless…",https://blog.vexl.it/apple-using-cash-is-clearly-reckless-77e2a519a3bc,https://miro.medium.com/v2/resize:fit:1200/1*chyL2xBlyiX7dV8jD6Zk4A.png,2023-08-30T08:43:33Z,"Apple: Using cash is clearly reckless
At the Vexl Foundation, we sponsor projects that promote and enable personal and financial freedoms and self-determination. Bitcoin is the ultimate tool of this… [+3590 chars]"
"{'id': None, 'name': 'Makeamericawalkable.com'}",,Lack of Walkability in the US is destroying mental health,Tired of unwalkable suburban hellscapes littered with strip malls? Join our community.,https://makeamericawalkable.com/,http://makeamericawalkable.com/cdn/shop/files/Screenshot_2023-03-07_at_12.15.15_PM.png?v=1678209447,2023-08-14T17:40:45Z,"Our film aims to shed light on how lobbyists destroyed the walkability of American towns and cities, and how it's affecting our health and happiness.
We'll be comparing the walkability of Europe to … [+463 chars]"
"{'id': None, 'name': 'W Magazine'}",Ilana Kaplan,O.C. Actor Ben McKenzie's Book 'Easy Money' Exposes the Dark Side of Crypto,"With new book 'Easy Money,' the actor takes aim at the dark side of the cryptocurrency craze.",https://www.wmagazine.com/culture/ben-mckenzie-easy-money-crypto-book-interview,https://imgix.bustle.com/uploads/image/2023/7/20/b6fc609e-9083-4b21-8f09-d2034b7378a5-1dd787af-9c07-4b15-ac58-d5c77724675a-w_benmckenzie.jpeg?w=1200&h=630&fit=crop&crop=focalpoint&fm=jpg&fp-x=0.536&fp-y=0.3422,2023-08-06T16:42:05Z,"The inspiration for Ben McKenzie's literary debut came from where many great ideas emerge: getting stoned. ""I took some edibles, and I was like, 'Oh, I'll write a book,'"" the actor says over Zoom fro… [+6243 chars]"
"{'id': None, 'name': 'Hivemind.vc'}",,Nostr: A Decentralized Messaging Protocol,"Why I’m Betting Big on Nostr Nostr – the simple, decentralized messaging protocol with the potential to replace (and even integrate with) centralized apps like Twitter and WhatsApp – is going mainstream. And fast.  I’ve never seen anything quite like it. From…",https://hivemind.vc/nostr/,https://hivemind.vc/wp-content/uploads/2023/01/nostrich-with-light.png?w=1024,2023-09-01T15:00:30Z,"Image generated with DALLE via micropay.ai
Nostr – the simple, decentralized messaging protocol with the potential to replace (and even integrate with) centralized apps like Twitter and WhatsApp – i… [+17956 chars]"
"{'id': None, 'name': 'Matt-rickard.com'}",Matt Rickard,De Facto Ports,Most applications communicate over a TCP or UDP port. Ports 0-1023 are usually privileged and require administrator or superuser access to bind a network socket to an IP with the corresponding port. But anything over 1024 is up for grabs. IANA (Internet Assig…,https://matt-rickard.com/de-facto-ports,https://matt-rickard.com/api/og?title=De%20Facto%20Ports,2023-08-20T13:45:50Z,Most applications communicate over a TCP or UDP port. Ports 0-1023 are usually privileged and require administrator or superuser access to bind a network socket to an IP with the corresponding port. … [+1823 chars]
"{'id': None, 'name': 'BleepingComputer'}",Bill Toulas,WinRAR zero-day exploited since April to hack trading accounts,"A WinRar zero-day vulnerability tracked as CVE-2023-38831 was actively exploited to install malware when clicking on harmless files in an archive, allowing the hackers to breach online cryptocurrency trading accounts.",https://www.bleepingcomputer.com/news/security/winrar-zero-day-exploited-since-april-to-hack-trading-accounts/,https://www.bleepstatic.com/content/hl-images/2022/08/21/compressed-folder-light-rays.jpg,2023-08-23T14:05:16Z,"A WinRar zero-day vulnerability tracked as CVE-2023-38831 was actively exploited to install malware when clicking on harmless files in an archive, allowing the hackers to breach online cryptocurrency… [+3721 chars]"
"{'id': None, 'name': 'Github.io'}",,George Hotz: There is no hard takeoff,"Back in 2014, Elon Musk referred to AI as summoning the demon. And it wasn’t hard to see that view. Soon, Go agents would beat top humans learning from self play. By the end of 2017, the same algorithm mastered Chess and Shogi. By 2020, it didn’t even need to…",https://geohot.github.io//blog/jekyll/update/2023/08/10/there-is-no-hard-takeoff.html,,2023-08-11T09:34:59Z,"Back in 2014, Elon Musk referred to AI as summoning the demon. And it wasnt hard to see that view. Soon, Go agents would beat top humans learning from self play. By the end of 2017, the same algorith… [+4991 chars]"
"{'id': None, 'name': 'Sjoerdlangkemper.nl'}",,Short session expiration does not help security,"When logged into a web application, the session does not remain valid forever. Typically, the session expires after a fixed time after login, or after the user has been idle for some time. How long should these times be?",https://www.sjoerdlangkemper.nl/2023/08/16/session-timeout/,https://www.sjoerdlangkemper.nl/images/time-expired-480.jpg,2023-08-18T09:45:32Z,"When logged into a web application, the session does not remain valid forever. Typically, the session expires after a fixed time after login, or after the user has been idle for some time. How long s… [+4726 chars]"
"{'id': None, 'name': 'Institutional Investor'}",Michelle Celarier,Money Is Pouring into AI. Skeptics Say It’s a ‘Grift Shift.’,"The move from crypto to artificial intelligence has fueled the markets this year, but some are questioning how much of it is real.",https://www.institutionalinvestor.com/article/2c4fad0w6irk838pca3gg/portfolio/money-is-pouring-into-ai-skeptics-say-its-a-grift-shift,https://cdn.assetmg.info/dims4/default/e0f778a/2147483647/strip/true/crop/1200x675+0+13/resize/1440x810!/quality/90/?url=https%3A%2F%2Fk2-prod-in-investor-prod.s3.amazonaws.com%2Fbrightspot%2F1e%2F9c%2Fcf470f664a3cab27db4b61b7db27%2Fart-grift-shift-feature.jpg,2023-08-31T05:55:10Z,"By the time a dormant penny stock company known as Applied Sciences managed to wrangle a listing on the Nasdaq in April 2022, it had reinvented itself as a cloud hosting service for bitcoin miners an… [+24758 chars]"
"{'id': None, 'name': 'Culturcidal.com'}",John Hawkins,When No One Can Afford to Live in America Anymore,What Our Future Looks Like,https://www.culturcidal.com/p/20-things-that-will-happen-when-no,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fb5c6c5ba-e093-4bc3-95cd-b059f5b26fb5_1280x960.jpeg",2023-08-17T15:07:14Z,"Typically, the antiwork subreddit at Reddit is just what it sounds like. A bunch of lazy people complaining that they have to work instead of being rewarded for existing. However, one post over there… [+8596 chars]"
"{'id': None, 'name': 'Softwareplatform.net'}",Peter Lugli,Apple Pay Later: What Are the Crazy Ones Up To?,Where is Apple headed in the payments space? Apple Pay Later seems like just a start to a possible broader strategy.,https://www.softwareplatform.net/2023/04/16/apple-pay-later-what-are-the-crazy-ones-up-to/,https://d33g3rbxseytqx.cloudfront.net/wp-content/uploads/2023/04/Apple-Pay-Later.png?_t=1681664039,2023-08-26T14:41:19Z,"(I’m pleased to welcome back Peter Lugli, as a guest poster on the blog.  Peter is a friend, former colleague, and veteran of Prime Revenue, Ariba, Amazon, and Mastercard.  He’s also a great writer!)… [+20928 chars]"
"{'id': None, 'name': 'Substack.com'}",Kulak,Film Review: BlackBerry,The Greatest business film ever made... in Canada,https://anarchonomicon.substack.com/p/review-blackberry,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F7831d87b-c212-4c35-82b1-d44ab27930c5_900x1333.jpeg",2023-08-29T11:57:43Z,"And we were the only ones in the theatre. Id heard nothing about this movie at all. Just oh are you up to anything, maybe theres a movie on *lets see* Nope nothing Just Guardians of the Galaxy 3. Oh … [+21498 chars]"
"{'id': None, 'name': '404media.co'}",Joseph Cox,The Secret Weapon Hackers Can Use to Dox Nearly Anyone in America for $15,"Most Americans have very little choice but to provide their personal information to credit bureaus. Hackers have found a way into that data supply chain, and are advertising access in group chats used by violent criminals who rob, assault, and shoot targets.",https://www.404media.co/the-secret-weapon-hackers-can-use-to-dox-nearly-anyone-in-america-for-15-tlo-usinfosearch-transunion/,https://www.404media.co/content/images/2023/08/bullets-mask-4.jpeg,2023-08-22T13:48:41Z,"It took only a few seconds to uncover the targets entire life.
On the messaging app Telegram, I entered a tiny amount of information about my target into the dark blue text boxtheir name and the sta… [+19120 chars]"
"{'id': 'vice-news', 'name': 'Vice News'}","Matthew Gault, Jason Koebler","CYBER: The Jason Koebler Exit Interview, Part Two","This week on the show we’re saying goodbye to Motherboard’s longtime editor-in-chief, Jason Koebler.",https://www.vice.com/en/article/7kxwmq/cyber-the-jason-koebler-exit-interview-part-two,https://video-images.vice.com/articles/64e8396612db225893c4b5c4/lede/1692940667875-motherboardjason.png?image-resize-opts=Y3JvcD0xeHc6MC45OTk2MDkzNzV4aDtjZW50ZXIsY2VudGVyJnJlc2l6ZT0xMjAwOiomcmVzaXplPTEyMDA6Kg,2023-08-28T13:00:00Z,"It’s part two of our bittersweet episode of Cyber where we bid farewell to Motherboard editor-in-chief Jason Koebler. This week we do a deep dive into the Motherboard lore. The stories that broke us,… [+311 chars]"
"{'id': None, 'name': 'Tim.blog'}",Tim Ferriss,"The Random Show, Rare Drinking Edition — Affordable Luxuries, Brain Stimulation, Sampling the Future (and Some Previews), Recharging with Creative Experiments, Tokenizing Humans with a Bonding Curve, Poetry for People Who Hate Poetry, and Much More (#690)","The Random Show, Rare Drinking Edition!
The post The Random Show, Rare Drinking Edition — Affordable Luxuries, Brain Stimulation, Sampling the Future (and Some Previews), Recharging with Creative Experiments, Tokenizing Humans with a Bonding Curve, Poetry for…",https://tim.blog/2023/09/01/the-random-show-drinking-edition/,https://149346886.v2.pressablecdn.com/wp-content/uploads/2023/09/The-Random-Show-Illustration--scaled.jpeg,2023-09-01T13:31:29Z,"Illustration via 99designs
Technologist, serial entrepreneur, world-class investor, self-experimenter, and all-around wild and crazy guy Kevin Rose (@KevinRose) rejoins me for another episode of The… [+12840 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Wilt Chamberlain's Game-Worn 1972 NBA Finals Jersey,"On May 1972, Wilt Chamberlain led the Lakers to their first NBA Championship. Even with a broken hand, the basketball legend scored 24 points and snagged 29 rebounds to help his team clinch the title in five games against the...",https://uncrate.com/wilt-chamberlains-game-worn-1972-nba-finals-jersey/,https://uncrate.com/p/2023/08/wilt-chamberlin-game-worn-1972-jersey.jpg,2023-08-02T22:52:34Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Merrimack + Stranahan's Blue Peak Canoe,"Merrimack collaborates with Stranahan's Colorado Whiskey on a custom-built canoe. The Merrimack + Stranahan's Blue Peak Canoe rebuilds the brand's Tennessean model using aging barrels from the distillery. After the single malt whiskey was drained, the barrels…",https://uncrate.com/merrimack-stranahans-blue-peak-canoe/,https://uncrate.com/p/2023/08/merrimack-stranahan-blue-peak-canoe.jpg,2023-08-02T21:50:47Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Legent Yamazaki Cask Finish Blend,"2023 marks Suntory's 100th anniversary. As part of the celebration, Legent - a collaboration between Jim Beam Master Distiller Fred Noe and Suntory Chief Blender Shinji Fukuyo - is releasing a limited-edition whiskey. Legent Yamazaki Cask Finish Blend began a…",https://uncrate.com/legent-yamazaki-cask-finish-blend/,https://uncrate.com/p/2023/08/legent-yamazaki-cask-finish.jpg,2023-08-02T21:00:01Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,2023 Land Rover Defender Trophy Edition,"Land Rover is releasing its second run of Trophy Edition Defenders for 2023, this time based on the Defender 130 P400 SE. The Defender Trophy Edition is powered by a 3.0-liter turbo-6 with a mild-hybrid system for making 395 horsepower,...",https://uncrate.com/2023-land-rover-defender-trophy-edition/,https://uncrate.com/p/2023/08/defender-trophy-1.jpg,2023-08-11T17:50:42Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
"{'id': None, 'name': 'Uncrate.com'}",Uncrate,Artisans de Geneve x Adam Levine Neon Rolex Daytona,"The Swiss watch atelier unveils the Artisans de Geneve x Adam Levine Neon Rolex Daytona - a masterful reinterpretation of the iconic 116508 gold Daytona for the Maroon 5 frontman. Crafted with meticulous attention to detail, this horological marvel boasts...",https://uncrate.com/artisans-de-geneve-x-adam-levine-neon-rolex-daytona/,https://uncrate.com/p/2023/08/artisans-de-geneve-adam-levine-neon-rolex.jpg,2023-08-11T16:35:18Z,"Fine wine returned 13.1% in 2022, outperforming S&amp;P 500, Bitcoin, and even gold, while rare whiskey returned 395% from 2013 to 2023. Vinovest is making this widely untapped resource more accessib… [+668 chars]"
